twcc_id,frame_size,loss_packets_counts,threshold,delay_grad_before_kalman,delay_grad_after_kalman,gcc_bw,rtt
0,2,0,600000,13079,1199,5000000,25
0,2,0,600000,13079,1199,5000000,25
0,2,0,600000,13079,1199,5000000,25
0,4,0,600000,13079,1199,5000000,25
1,2,0,12500,-13393,-77,5000000,21
1,2,0,12500,-13393,-77,5000000,21
1,2,0,12500,-13393,-77,5000000,21
1,2,0,12500,-13393,-77,5000000,21
1,2,0,12500,-13393,-77,5000000,21
2,2,0,12500,14424,3315,5000000,34
2,2,0,12500,14424,3315,5000000,34
2,2,0,12500,14424,3315,5000000,34
2,2,0,12500,14424,3315,5000000,34
3,2,0,12423,-13125,200,5250000,13
3,2,0,12423,-13125,200,5250000,13
3,2,0,12423,-13125,200,5250000,13
3,2,0,12423,-13125,200,5250000,13
3,2,0,12423,-13125,200,5250000,13
4,2,0,12294,10916,4047,5250000,19
4,2,0,12294,10916,4047,5250000,19
4,2,0,12294,10916,4047,5250000,19
4,2,0,12294,10916,4047,5250000,19
5,2,0,12207,-4047,2927,5250000,15
5,2,0,12207,-4047,2927,5250000,15
5,4,0,12207,-4047,2927,5250000,15
5,2,0,12207,-4047,2927,5250000,15
5,2,0,12207,-4047,2927,5250000,15
6,2,0,12105,4424,5150,5250000,18
6,2,0,12105,4424,5150,5250000,18
6,2,0,12105,4424,5150,5250000,18
6,2,0,12105,4424,5150,5250000,18
7,2,0,12036,2676,6819,5500107,19
7,2,0,12036,2676,6819,5500107,19
7,3,0,12036,2676,6819,5500107,19
7,4,0,12036,2676,6819,5500107,19
7,4,0,12036,2676,6819,5500107,19
8,6,0,11985,-1509,6448,5500107,7
8,6,0,11985,-1509,6448,5500107,7
8,6,0,11985,-1509,6448,5500107,7
8,6,0,11985,-1509,6448,5500107,7
8,7,0,11985,-1509,6448,5500107,7
9,2,0,11930,-1325,6034,5500107,12
9,7,0,11930,-1325,6034,5500107,12
9,9,0,11930,-1325,6034,5500107,12
9,3,0,11930,-1325,6034,5500107,12
9,3,0,11930,-1325,6034,5500107,12
10,5,0,11874,-2135,5030,5500107,12
10,5,0,11874,-2135,5030,5500107,12
10,5,0,11874,-2135,5030,5500107,12
10,6,0,11874,-2135,5030,5500107,12
10,6,0,11874,-2135,5030,5500107,12
11,7,0,11801,6984,9525,5599423,13
11,7,0,11801,6984,9525,5599423,13
11,8,0,11801,6984,9525,5599423,13
11,9,0,11801,6984,9525,5599423,13
11,8,0,11801,6984,9525,5599423,13
12,1,0,11780,-2104,8438,5599423,15
12,9,0,11780,-2104,8438,5599423,15
12,8,0,11780,-2104,8438,5599423,15
12,8,0,11780,-2104,8438,5599423,15
12,9,0,11780,-2104,8438,5599423,15
13,9,0,11751,-4237,5772,5599423,6
13,8,0,11751,-4237,5772,5599423,6
13,17,0,11751,-4237,5772,5599423,6
13,3,0,11751,-4237,5772,5599423,6
13,4,0,11751,-4237,5772,5599423,6
14,2,0,11691,-3044,3741,5599423,19
14,3,0,11691,-3044,3741,5599423,19
14,6,0,11691,-3044,3741,5599423,19
14,5,0,11691,-3044,3741,5599423,19
14,6,0,11691,-3044,3741,5599423,19
15,2,0,11617,-1763,2513,5699328,15
15,2,0,11617,-1763,2513,5699328,15
15,3,0,11617,-1763,2513,5699328,15
15,3,0,11617,-1763,2513,5699328,15
15,3,0,11617,-1763,2513,5699328,15
16,3,0,11504,10054,10209,5699328,20
16,4,0,11504,10054,10209,5699328,20
16,4,0,11504,10054,10209,5699328,20
16,3,0,11504,10054,10209,5699328,20
17,5,0,11494,4326,13747,5699328,13
17,3,0,11494,4326,13747,5699328,13
17,2,0,11494,4326,13747,5699328,13
17,2,0,11494,4326,13747,5699328,13
18,2,0,12654,-23634,-5368,5699328,8
18,2,0,12654,-23634,-5368,5699328,8
18,2,0,12654,-23634,-5368,5699328,8
18,2,0,12654,-23634,-5368,5699328,8
18,3,0,12654,-23634,-5368,5699328,8
18,2,0,12654,-23634,-5368,5699328,8
19,3,0,12560,28806,18806,5797338,35
19,4,0,12560,28806,18806,5797338,35
19,4,0,12560,28806,18806,5797338,35
20,3,0,15680,-16959,4236,5797338,15
20,5,0,15680,-16959,4236,5797338,15
20,3,0,15680,-16959,4236,5797338,15
20,2,0,15680,-16959,4236,5797338,15
20,2,0,15680,-16959,4236,5797338,15
20,2,0,15680,-16959,4236,5797338,15
21,2,0,15564,-5971,-1068,5797338,12
21,2,0,15564,-5971,-1068,5797338,12
21,2,0,15564,-5971,-1068,5797338,12
21,20,0,15564,-5971,-1068,5797338,12
21,2,0,15564,-5971,-1068,5797338,12
22,2,0,15403,5959,4394,5797338,17
22,2,0,15403,5959,4394,5797338,17
22,3,0,15403,5959,4394,5797338,17
22,2,0,15403,5959,4394,5797338,17
23,3,0,15281,3158,7382,5899111,13
23,4,0,15281,3158,7382,5899111,13
23,4,0,15281,3158,7382,5899111,13
23,3,0,15281,3158,7382,5899111,13
23,2,0,15281,3158,7382,5899111,13
24,3,0,15203,-3640,3869,5899111,8
24,2,0,15203,-3640,3869,5899111,8
24,2,0,15203,-3640,3869,5899111,8
24,2,0,15203,-3640,3869,5899111,8
24,2,0,15203,-3640,3869,5899111,8
25,2,0,15085,7595,11415,5899111,7
25,2,0,15085,7595,11415,5899111,7
25,2,0,15085,7595,11415,5899111,7
25,20,0,15085,7595,11415,5899111,7
26,2,0,15050,-1598,9779,5899111,10
26,2,0,15050,-1598,9779,5899111,10
26,2,0,15050,-1598,9779,5899111,10
26,3,0,15050,-1598,9779,5899111,10
26,3,0,15050,-1598,9779,5899111,10
27,4,0,14996,-14937,-5829,6002249,6
27,3,0,14996,-14937,-5829,6002249,6
27,3,0,14996,-14937,-5829,6002249,6
27,3,0,14996,-14937,-5829,6002249,6
27,4,0,14996,-14937,-5829,6002249,6
28,3,0,14898,16348,11665,6002249,12
28,2,0,14898,16348,11665,6002249,12
28,2,0,14898,16348,11665,6002249,12
28,2,0,14898,16348,11665,6002249,12
29,2,0,14864,-4434,6774,6002249,11
29,2,0,14864,-4434,6774,6002249,11
29,2,0,14864,-4434,6774,6002249,11
29,20,0,14864,-4434,6774,6002249,11
29,2,0,14864,-4434,6774,6002249,11
30,2,0,14778,-12587,-7353,6002249,7
30,2,0,14778,-12587,-7353,6002249,7
30,3,0,14778,-12587,-7353,6002249,7
30,3,0,14778,-12587,-7353,6002249,7
30,2,0,14778,-12587,-7353,6002249,7
31,3,0,14697,4137,-2579,6109341,15
31,3,0,14697,4137,-2579,6109341,15
31,3,0,14697,4137,-2579,6109341,15
31,4,0,14697,4137,-2579,6109341,15
32,3,0,14564,16215,16431,6109341,13
32,2,0,14564,16215,16431,6109341,13
32,2,0,14564,16215,16431,6109341,13
32,2,0,14564,16215,16431,6109341,13
33,2,0,15174,-19211,-6668,6109341,6
33,2,0,15174,-19211,-6668,6109341,6
33,2,0,15174,-19211,-6668,6109341,6
33,20,0,15174,-19211,-6668,6109341,6
33,2,0,15174,-19211,-6668,6109341,6
33,2,0,15174,-19211,-6668,6109341,6
34,2,0,15079,13790,10243,6109341,16
34,3,0,15079,13790,10243,6109341,16
34,3,0,15079,13790,10243,6109341,16
34,2,0,15079,13790,10243,6109341,16
35,3,0,15038,-15910,-9705,6217468,7
35,3,0,15038,-15910,-9705,6217468,7
35,3,0,15038,-15910,-9705,6217468,7
35,4,0,15038,-15910,-9705,6217468,7
35,4,0,15038,-15910,-9705,6217468,7
36,2,0,14980,9461,2434,6217468,17
36,2,0,14980,9461,2434,6217468,17
36,2,0,14980,9461,2434,6217468,17
36,2,0,14980,9461,2434,6217468,17
37,2,0,14853,4032,7662,6217468,12
37,2,0,14853,4032,7662,6217468,12
37,21,0,14853,4032,7662,6217468,12
37,2,0,14853,4032,7662,6217468,12
37,2,0,14853,4032,7662,6217468,12
38,3,0,14770,21,7625,6217468,9
38,4,0,14770,21,7625,6217468,9
38,2,0,14770,21,7625,6217468,9
38,2,0,14770,21,7625,6217468,9
38,3,0,14770,21,7625,6217468,9
39,2,0,14697,-12425,-9276,6325726,14
39,3,0,14697,-12425,-9276,6325726,14
39,2,0,14697,-12425,-9276,6325726,14
39,5,0,14697,-12425,-9276,6325726,14
39,3,0,14697,-12425,-9276,6325726,14
40,2,0,14642,16607,13752,6325726,23
40,2,0,14642,16607,13752,6325726,23
40,2,0,14642,16607,13752,6325726,23
40,2,0,14642,16607,13752,6325726,23
41,2,0,14642,-17599,-11167,6325726,7
41,2,0,14642,-17599,-11167,6325726,7
41,2,0,14642,-17599,-11167,6325726,7
41,21,0,14642,-17599,-11167,6325726,7
41,2,0,14642,-17599,-11167,6325726,7
41,2,0,14642,-17599,-11167,6325726,7
42,3,0,14609,11811,5899,6325726,14
42,4,0,14609,11811,5899,6325726,14
42,2,0,14609,11811,5899,6325726,14
42,2,0,14609,11811,5899,6325726,14
43,4,0,14522,-3392,876,6436776,9
43,3,0,14522,-3392,876,6436776,9
43,2,0,14522,-3392,876,6436776,9
43,5,0,14522,-3392,876,6436776,9
43,3,0,14522,-3392,876,6436776,9
44,2,0,14377,5377,8876,6436776,11
44,2,0,14377,5377,8876,6436776,11
44,2,0,14377,5377,8876,6436776,11
44,2,0,14377,5377,8876,6436776,11
45,2,0,14320,5047,16430,6436776,12
45,2,0,14320,5047,16430,6436776,12
45,2,0,14320,5047,16430,6436776,12
45,21,0,14320,5047,16430,6436776,12
46,2,0,15580,-17399,-10635,6436776,11
46,2,0,15580,-17399,-10635,6436776,11
46,4,0,15580,-17399,-10635,6436776,11
46,3,0,15580,-17399,-10635,6436776,11
46,2,0,15580,-17399,-10635,6436776,11
46,3,0,15580,-17399,-10635,6436776,11
47,5,0,15537,13660,10969,6550237,12
47,5,0,15537,13660,10969,6550237,12
47,6,0,15537,13660,10969,6550237,12
47,5,0,15537,13660,10969,6550237,12
48,3,0,15494,3533,16485,6550237,8
48,8,0,15494,3533,16485,6550237,8
48,7,0,15494,3533,16485,6550237,8
48,4,0,15494,3533,16485,6550237,8
48,6,0,15494,3533,16485,6550237,8
49,4,0,15494,-20514,-17115,6550237,15
49,7,0,15494,-20514,-17115,6550237,15
49,7,0,15494,-20514,-17115,6550237,15
49,21,0,15494,-20514,-17115,6550237,15
50,2,0,15944,9758,-733,6550237,18
50,2,0,15944,9758,-733,6550237,18
50,3,0,15944,9758,-733,6550237,18
50,4,0,15944,9758,-733,6550237,18
51,4,0,15782,5918,9240,6661473,14
51,6,0,15782,5918,9240,6661473,14
51,5,0,15782,5918,9240,6661473,14
51,6,0,15782,5918,9240,6661473,14
51,6,0,15782,5918,9240,6661473,14
52,6,0,15710,1387,11489,6661473,12
52,8,0,15710,1387,11489,6661473,12
52,7,0,15710,1387,11489,6661473,12
52,10,0,15710,1387,11489,6661473,12
52,7,0,15710,1387,11489,6661473,12
53,7,0,15669,742,12621,6661473,15
53,8,0,15669,742,12621,6661473,15
53,7,0,15669,742,12621,6661473,15
53,18,0,15669,742,12621,6661473,15
53,2,0,15669,742,12621,6661473,15
54,3,0,15635,-130,12211,6661473,13
54,4,0,15635,-130,12211,6661473,13
54,4,0,15635,-130,12211,6661473,13
54,4,0,15635,-130,12211,6661473,13
54,4,0,15635,-130,12211,6661473,13
55,5,0,15603,1574,14863,6776984,6
55,6,0,15603,1574,14863,6776984,6
55,6,0,15603,1574,14863,6776984,6
55,8,0,15603,1574,14863,6776984,6
55,7,0,15603,1574,14863,6776984,6
56,2,0,15603,-5928,3818,6776984,13
56,7,0,15603,-5928,3818,6776984,13
56,10,0,15603,-5928,3818,6776984,13
56,8,0,15603,-5928,3818,6776984,13
56,9,0,15603,-5928,3818,6776984,13
57,10,0,15485,1132,5860,6776984,9
57,8,0,15485,1132,5860,6776984,9
57,15,0,15485,1132,5860,6776984,9
57,3,0,15485,1132,5860,6776984,9
57,3,0,15485,1132,5860,6776984,9
58,3,0,15385,5830,16753,6776984,8
58,5,0,15385,5830,16753,6776984,8
58,4,0,15385,5830,16753,6776984,8
58,4,0,15385,5830,16753,6776984,8
58,6,0,15385,5830,16753,6776984,8
59,4,0,16005,-3842,9145,6895956,8
59,6,0,16005,-3842,9145,6895956,8
59,6,0,16005,-3842,9145,6895956,8
59,8,0,16005,-3842,9145,6895956,8
59,7,0,16005,-3842,9145,6895956,8
60,9,0,15937,-4138,950,6895956,8
60,7,0,15937,-4138,950,6895956,8
60,8,0,15937,-4138,950,6895956,8
60,9,0,15937,-4138,950,6895956,8
60,7,0,15937,-4138,950,6895956,8
61,7,0,15779,-8731,-15731,6895956,11
61,6,0,15779,-8731,-15731,6895956,11
61,5,0,15779,-8731,-15731,6895956,11
61,2,0,15779,-8731,-15731,6895956,11
61,2,0,15779,-8731,-15731,6895956,11
62,2,0,15779,16600,16386,6895956,19
62,2,0,15779,16600,16386,6895956,19
62,2,0,15779,16600,16386,6895956,19
62,2,0,15779,16600,16386,6895956,19
63,2,0,15779,-6663,3191,7018005,8
63,2,0,15779,-6663,3191,7018005,8
63,3,0,15779,-6663,3191,7018005,8
63,2,0,15779,-6663,3191,7018005,8
63,2,0,15779,-6663,3191,7018005,8
64,2,0,15643,-9621,-15192,7018005,10
64,2,0,15643,-9621,-15192,7018005,10
64,2,0,15643,-9621,-15192,7018005,10
64,2,0,15643,-9621,-15192,7018005,10
64,2,0,15643,-9621,-15192,7018005,10
65,2,0,15643,13112,10178,7018005,17
65,2,0,15643,13112,10178,7018005,17
65,5,0,15643,13112,10178,7018005,17
65,2,0,15643,13112,10178,7018005,17
66,2,0,15590,-1021,7919,7018005,8
66,2,0,15590,-1021,7919,7018005,8
66,2,0,15590,-1021,7919,7018005,8
66,2,0,15590,-1021,7919,7018005,8
66,2,0,15590,-1021,7919,7018005,8
67,2,0,15511,-10992,-13156,7140704,7
67,2,0,15511,-10992,-13156,7140704,7
67,2,0,15511,-10992,-13156,7140704,7
67,3,0,15511,-10992,-13156,7140704,7
67,2,0,15511,-10992,-13156,7140704,7
68,2,0,15490,8410,3178,7140704,12
68,2,0,15490,8410,3178,7140704,12
68,2,0,15490,8410,3178,7140704,12
68,2,0,15490,8410,3178,7140704,12
69,2,0,15354,-8559,-13110,7140704,11
69,2,0,15354,-8559,-13110,7140704,11
69,2,0,15354,-8559,-13110,7140704,11
69,5,0,15354,-8559,-13110,7140704,11
69,2,0,15354,-8559,-13110,7140704,11
70,2,0,15331,4963,-3316,7140704,18
70,2,0,15331,4963,-3316,7140704,18
70,2,0,15331,4963,-3316,7140704,18
70,2,0,15331,4963,-3316,7140704,18
71,2,0,15198,-5400,-13411,7267597,14
71,2,0,15198,-5400,-13411,7267597,14
71,2,0,15198,-5400,-13411,7267597,14
71,2,0,15198,-5400,-13411,7267597,14
71,2,0,15198,-5400,-13411,7267597,14
72,2,0,15188,8492,3038,7267597,20
72,2,0,15188,8492,3038,7267597,20
72,2,0,15188,8492,3038,7267597,20
72,2,0,15188,8492,3038,7267597,20
73,2,0,15059,2741,8111,7267597,15
73,3,0,15059,2741,8111,7267597,15
73,6,0,15059,2741,8111,7267597,15
73,2,0,15059,2741,8111,7267597,15
73,2,0,15059,2741,8111,7267597,15
74,2,0,14990,-12652,-15990,7267597,12
74,2,0,14990,-12652,-15990,7267597,12
74,2,0,14990,-12652,-15990,7267597,12
74,2,0,14990,-12652,-15990,7267597,12
74,2,0,14990,-12652,-15990,7267597,12
75,2,0,15620,10896,5036,7395182,21
75,3,0,15620,10896,5036,7395182,21
75,2,0,15620,10896,5036,7395182,21
75,2,0,15620,10896,5036,7395182,21
76,2,0,15514,4840,13991,7395182,13
76,2,0,15514,4840,13991,7395182,13
76,2,0,15514,4840,13991,7395182,13
76,2,0,15514,4840,13991,7395182,13
76,2,0,15514,4840,13991,7395182,13
77,2,0,15504,-3520,6928,7395182,5
77,3,0,15504,-3520,6928,7395182,5
77,2,0,15504,-3520,6928,7395182,5
77,6,0,15504,-3520,6928,7395182,5
77,2,0,15504,-3520,6928,7395182,5
78,2,0,15412,-11509,-14936,7395182,6
78,2,0,15412,-11509,-14936,7395182,6
78,2,0,15412,-11509,-14936,7395182,6
78,2,0,15412,-11509,-14936,7395182,6
78,2,0,15412,-11509,-14936,7395182,6
79,2,0,15412,9116,2671,7525537,10
79,2,0,15412,9116,2671,7525537,10
79,2,0,15412,9116,2671,7525537,10
79,2,0,15412,9116,2671,7525537,10
80,2,0,15279,-11725,-19449,7525537,8
80,2,0,15279,-11725,-19449,7525537,8
80,2,0,15279,-11725,-19449,7525537,8
80,2,0,15279,-11725,-19449,7525537,8
80,2,0,15279,-11725,-19449,7525537,8
81,2,0,17759,15192,9702,7525537,15
81,2,0,17759,15192,9702,7525537,15
81,6,0,17759,15192,9702,7525537,15
81,2,0,17759,15192,9702,7525537,15
82,2,0,17672,-5112,-200,7525537,7
82,2,0,17672,-5112,-200,7525537,7
82,2,0,17672,-5112,-200,7525537,7
82,2,0,17672,-5112,-200,7525537,7
82,2,0,17672,-5112,-200,7525537,7
83,2,0,17483,7018,12981,7659809,8
83,15,0,17483,7018,12981,7659809,8
83,16,0,17483,7018,12981,7659809,8
83,16,0,17483,7018,12981,7659809,8
84,16,0,17437,-1250,10229,7659809,7
84,14,0,17437,-1250,10229,7659809,7
84,12,0,17437,-1250,10229,7659809,7
84,12,0,17437,-1250,10229,7659809,7
84,12,0,17437,-1250,10229,7659809,7
85,9,0,17363,-404,9152,7659809,10
85,13,0,17363,-404,9152,7659809,10
85,10,0,17363,-404,9152,7659809,10
85,20,0,17363,-404,9152,7659809,10
85,5,0,17363,-404,9152,7659809,10
86,8,0,17276,641,10068,7659809,5
86,11,0,17276,641,10068,7659809,5
86,10,0,17276,641,10068,7659809,5
86,14,0,17276,641,10068,7659809,5
86,13,0,17276,641,10068,7659809,5
87,7,0,17196,-2918,4281,7795926,7
87,10,0,17196,-2918,4281,7795926,7
87,14,0,17196,-2918,4281,7795926,7
87,9,0,17196,-2918,4281,7795926,7
87,11,0,17196,-2918,4281,7795926,7
88,16,0,17054,3147,10047,7795926,8
88,7,0,17054,3147,10047,7795926,8
88,16,0,17054,3147,10047,7795926,8
88,9,0,17054,3147,10047,7795926,8
88,13,0,17054,3147,10047,7795926,8
89,8,0,16981,-3434,3298,7795926,8
89,16,0,16981,-3434,3298,7795926,8
89,40,0,16981,-3434,3298,7795926,8
89,4,0,16981,-3434,3298,7795926,8
89,6,0,16981,-3434,3298,7795926,8
90,7,0,16829,5670,13820,7795926,9
90,7,0,16829,5670,13820,7795926,9
90,7,0,16829,5670,13820,7795926,9
90,12,0,16829,5670,13820,7795926,9
90,10,0,16829,5670,13820,7795926,9
91,6,0,16796,-2533,8643,7931109,10
91,9,0,16796,-2533,8643,7931109,10
91,14,0,16796,-2533,8643,7931109,10
91,13,0,16796,-2533,8643,7931109,10
91,7,0,16796,-2533,8643,7931109,10
92,7,0,16712,-428,7572,7931109,7
92,11,0,16712,-428,7572,7931109,7
92,12,0,16712,-428,7572,7931109,7
92,8,0,16712,-428,7572,7931109,7
92,13,0,16712,-428,7572,7931109,7
93,10,0,16604,13084,31840,7931109,11
93,10,0,16604,13084,31840,7931109,11
93,12,0,16604,13084,31840,7931109,11
94,49,0,16604,-12695,7076,7931109,15
94,2,0,16604,-12695,7076,7931109,15
94,3,0,16604,-12695,7076,7931109,15
94,4,0,16604,-12695,7076,7931109,15
94,6,0,16604,-12695,7076,7931109,15
94,7,0,16604,-12695,7076,7931109,15
94,7,0,16604,-12695,7076,7931109,15
95,9,0,16504,-7067,-6375,8072048,7
95,9,0,16504,-7067,-6375,8072048,7
95,6,0,16504,-7067,-6375,8072048,7
95,13,0,16504,-7067,-6375,8072048,7
95,9,0,16504,-7067,-6375,8072048,7
96,11,0,16395,7869,8555,8072048,12
96,12,0,16395,7869,8555,8072048,12
96,7,0,16395,7869,8555,8072048,12
96,10,0,16395,7869,8555,8072048,12
97,8,0,16315,20408,46485,8072048,12
97,9,0,16315,20408,46485,8072048,12
97,4,0,16315,20408,46485,8072048,12
98,22,0,16315,-25687,-3034,8072048,8
98,2,0,16315,-25687,-3034,8072048,8
98,2,0,16315,-25687,-3034,8072048,8
98,2,0,16315,-25687,-3034,8072048,8
98,3,0,16315,-25687,-3034,8072048,8
98,3,0,16315,-25687,-3034,8072048,8
98,3,0,16315,-25687,-3034,8072048,8
98,3,0,16315,-25687,-3034,8072048,8
99,4,0,16168,1257,-587,8213176,7
99,5,0,16168,1257,-587,8213176,7
99,6,0,16168,1257,-587,8213176,7
99,10,0,16168,1257,-587,8213176,7
100,4,0,16009,618,585,8213176,6
100,12,0,16009,618,585,8213176,6
100,9,0,16009,618,585,8213176,6
100,5,0,16009,618,585,8213176,6
100,11,0,16009,618,585,8213176,6
101,9,0,15829,19978,37940,8213176,12
101,14,0,15829,19978,37940,8213176,12
101,15,0,15829,19978,37940,8213176,12
102,24,0,15829,-13876,10802,8213176,17
102,2,0,15829,-13876,10802,8213176,17
102,2,0,15829,-13876,10802,8213176,17
102,2,0,15829,-13876,10802,8213176,17
102,2,0,15829,-13876,10802,8213176,17
102,2,0,15829,-13876,10802,8213176,17
102,3,0,15829,-13876,10802,8213176,17
103,3,0,15776,-475,9575,8360895,7
103,4,0,15776,-475,9575,8360895,7
103,4,0,15776,-475,9575,8360895,7
103,5,0,15776,-475,9575,8360895,7
103,14,0,15776,-475,9575,8360895,7
104,1,0,15705,-1763,5981,8360895,17
104,10,0,15705,-1763,5981,8360895,17
104,12,0,15705,-1763,5981,8360895,17
104,10,0,15705,-1763,5981,8360895,17
104,10,0,15705,-1763,5981,8360895,17
105,14,0,15607,26304,54983,8360895,11
105,12,0,15607,26304,54983,8360895,11
105,9,0,15607,26304,54983,8360895,11
106,13,0,15607,-33698,-9740,8360895,9
106,2,0,15607,-33698,-9740,8360895,9
106,2,0,15607,-33698,-9740,8360895,9
106,2,0,15607,-33698,-9740,8360895,9
106,2,0,15607,-33698,-9740,8360895,9
106,3,0,15607,-33698,-9740,8360895,9
106,3,0,15607,-33698,-9740,8360895,9
106,3,0,15607,-33698,-9740,8360895,9
107,3,0,15552,5921,1632,8507074,7
107,4,0,15552,5921,1632,8507074,7
107,5,0,15552,5921,1632,8507074,7
107,7,0,15552,5921,1632,8507074,7
108,9,0,15403,-4844,-7475,8507074,13
108,13,0,15403,-4844,-7475,8507074,13
108,16,0,15403,-4844,-7475,8507074,13
108,5,0,15403,-4844,-7475,8507074,13
108,4,0,15403,-4844,-7475,8507074,13
109,8,0,15325,29723,48324,8507074,11
109,10,0,15325,29723,48324,8507074,11
110,9,0,15325,-25951,-1694,8507074,16
110,2,0,15325,-25951,-1694,8507074,16
110,2,0,15325,-25951,-1694,8507074,16
110,2,0,15325,-25951,-1694,8507074,16
110,2,0,15325,-25951,-1694,8507074,16
110,3,0,15325,-25951,-1694,8507074,16
110,3,0,15325,-25951,-1694,8507074,16
110,3,0,15325,-25951,-1694,8507074,16
111,4,0,15185,6790,11050,8656418,9
111,6,0,15185,6790,11050,8656418,9
111,14,0,15185,6790,11050,8656418,9
111,9,0,15185,6790,11050,8656418,9
111,9,0,15185,6790,11050,8656418,9
112,7,0,15140,-583,9615,8656418,10
112,12,0,15140,-583,9615,8656418,10
112,11,0,15140,-583,9615,8656418,10
112,9,0,15140,-583,9615,8656418,10
112,10,0,15140,-583,9615,8656418,10
113,12,0,15086,-5577,-1107,8656418,7
113,14,0,15086,-5577,-1107,8656418,7
113,61,0,15086,-5577,-1107,8656418,7
113,2,0,15086,-5577,-1107,8656418,7
113,2,0,15086,-5577,-1107,8656418,7
114,2,0,14939,-5582,-11506,8656418,9
114,2,0,14939,-5582,-11506,8656418,9
114,3,0,14939,-5582,-11506,8656418,9
114,3,0,14939,-5582,-11506,8656418,9
114,3,0,14939,-5582,-11506,8656418,9
115,4,0,14904,3973,-3724,8807764,13
115,5,0,14904,3973,-3724,8807764,13
115,7,0,14904,3973,-3724,8807764,13
115,13,0,14904,3973,-3724,8807764,13
116,12,0,14790,12095,18994,8807764,12
116,16,0,14790,12095,18994,8807764,12
116,5,0,14790,12095,18994,8807764,12
116,4,0,14790,12095,18994,8807764,12
116,7,0,14790,12095,18994,8807764,12
117,4,0,17430,16097,48483,4513705,11
117,12,0,17430,16097,48483,4513705,11
117,11,0,17430,16097,48483,4513705,11
118,18,0,17430,-23475,3106,4513705,15
118,2,0,17430,-23475,3106,4513705,15
118,2,0,17430,-23475,3106,4513705,15
118,2,0,17430,-23475,3106,4513705,15
118,2,0,17430,-23475,3106,4513705,15
118,3,0,17430,-23475,3106,4513705,15
118,3,0,17430,-23475,3106,4513705,15
118,3,0,17430,-23475,3106,4513705,15
119,4,0,17279,11085,23724,4552992,8
119,6,0,17279,11085,23724,4552992,8
119,11,0,17279,11085,23724,4552992,8
120,4,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
120,2,0,21059,-9424,5375,4552992,18
121,2,0,20897,-4299,-2825,4552992,8
121,3,0,20897,-4299,-2825,4552992,8
121,3,0,20897,-4299,-2825,4552992,8
121,42,0,20897,-4299,-2825,4552992,8
121,2,0,20897,-4299,-2825,4552992,8
122,2,0,20700,-11096,-23469,4552992,7
122,2,0,20700,-11096,-23469,4552992,7
122,2,0,20700,-11096,-23469,4552992,7
122,2,0,20700,-11096,-23469,4552992,7
122,2,0,20700,-11096,-23469,4552992,7
123,2,0,21940,10811,-2540,4632920,11
123,3,0,21940,10811,-2540,4632920,11
123,3,0,21940,10811,-2540,4632920,11
123,4,0,21940,10811,-2540,4632920,11
124,3,0,21722,7945,12384,4632920,9
124,4,0,21722,7945,12384,4632920,9
124,3,0,21722,7945,12384,4632920,9
124,7,0,21722,7945,12384,4632920,9
124,4,0,21722,7945,12384,4632920,9
125,5,0,21622,-21101,-27425,4632920,8
125,8,0,21622,-21101,-27425,4632920,8
125,4,0,21622,-21101,-27425,4632920,8
125,42,0,21622,-21101,-27425,4632920,8
125,2,0,21622,-21101,-27425,4632920,8
125,2,0,21622,-21101,-27425,4632920,8
126,2,0,24772,12910,-2452,4632920,17
126,2,0,24772,12910,-2452,4632920,17
126,2,0,24772,12910,-2452,4632920,17
126,2,0,24772,12910,-2452,4632920,17
127,2,0,24523,8932,14310,4715248,11
127,3,0,24523,8932,14310,4715248,11
127,3,0,24523,8932,14310,4715248,11
127,4,0,24523,8932,14310,4715248,11
127,6,0,24523,8932,14310,4715248,11
128,5,0,24412,-2825,8586,4715248,9
128,4,0,24412,-2825,8586,4715248,9
128,3,0,24412,-2825,8586,4715248,9
128,3,0,24412,-2825,8586,4715248,9
128,8,0,24412,-2825,8586,4715248,9
128,4,0,24412,-2825,8586,4715248,9
129,3,0,24250,-5602,-2145,4715248,8
129,11,0,24250,-5602,-2145,4715248,8
129,42,0,24250,-5602,-2145,4715248,8
129,2,0,24250,-5602,-2145,4715248,8
129,2,0,24250,-5602,-2145,4715248,8
130,2,0,24005,-9140,-19154,4715248,8
130,2,0,24005,-9140,-19154,4715248,8
130,2,0,24005,-9140,-19154,4715248,8
130,2,0,24005,-9140,-19154,4715248,8
130,2,0,24005,-9140,-19154,4715248,8
131,3,0,23959,9693,-451,4798024,14
131,3,0,23959,9693,-451,4798024,14
131,4,0,23959,9693,-451,4798024,14
131,7,0,23959,9693,-451,4798024,14
132,3,0,23707,-4515,-8872,4798024,10
132,4,0,23707,-4515,-8872,4798024,10
132,3,0,23707,-4515,-8872,4798024,10
132,3,0,23707,-4515,-8872,4798024,10
132,8,0,23707,-4515,-8872,4798024,10
133,7,0,23549,1432,-5921,4798024,10
133,11,0,23549,1432,-5921,4798024,10
133,42,0,23549,1432,-5921,4798024,10
